run_time;run;total;equity;realized;unrealized;opens;closes;open_end;EMA_FAST;EMA_SLOW;SIGNAL_MAX_PRICE_DISTANCE_SPREADS;SIGNAL_MOMENTUM_TOLERANCE;STOP_LOSS_PCT;TRAILING_STOP_PCT;TRAILING_SET_CALM_DOWN;TAKE_PROFIT_PCT;BREAK_EVEN_STOP_PCT;BREAK_EVEN_BUFFER_PCT
23.12.2025 20:41:59 CET;1;81;-8,397000;-8,397000;0,000000;33;33;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000000
23.12.2025 20:42:07 CET;2;81;-27,459000;-27,459000;0,000000;32;32;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000100
23.12.2025 20:42:16 CET;3;81;-21,996000;-21,996000;0,000000;32;32;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000200
23.12.2025 20:42:24 CET;4;81;-28,224000;-28,224000;0,000000;31;31;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000300
23.12.2025 20:42:33 CET;5;81;-28,269000;-28,269000;0,000000;31;31;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000400
23.12.2025 20:42:41 CET;6;81;-28,089000;-28,089000;0,000000;29;29;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000500
23.12.2025 20:42:49 CET;7;81;-28,047000;-28,047000;0,000000;28;28;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000600
23.12.2025 20:42:58 CET;8;81;-28,047000;-28,047000;0,000000;28;28;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000700
23.12.2025 20:43:06 CET;9;81;-16,302000;-16,302000;0,000000;26;26;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000000;0,000800
23.12.2025 20:43:15 CET;10;81;-3,582000;-3,582000;0,000000;30;30;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000000
23.12.2025 20:43:23 CET;11;81;-3,951000;-3,951000;0,000000;29;29;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000100
23.12.2025 20:43:31 CET;12;81;-19,458000;-19,458000;0,000000;29;29;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000200
23.12.2025 20:43:40 CET;13;81;-8,991000;-8,991000;0,000000;26;26;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000300
23.12.2025 20:43:48 CET;14;81;0,480000;0,480000;0,000000;25;25;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000400
23.12.2025 20:43:57 CET;15;81;0,480000;0,480000;0,000000;25;25;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000500
23.12.2025 20:44:05 CET;16;81;0,489000;0,489000;0,000000;25;25;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000600
23.12.2025 20:44:13 CET;17;81;0,489000;0,489000;0,000000;25;25;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000700
23.12.2025 20:44:22 CET;18;81;6,222000;6,222000;0,000000;22;22;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,000500;0,000800
23.12.2025 20:44:30 CET;19;81;4,509000;4,509000;0,000000;28;28;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000000
23.12.2025 20:44:38 CET;20;81;4,329000;4,329000;0,000000;28;28;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000100
23.12.2025 20:44:47 CET;21;81;-3,063000;-3,063000;0,000000;27;27;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000200
23.12.2025 20:44:55 CET;22;81;0,861000;0,861000;0,000000;23;23;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000300
23.12.2025 20:45:04 CET;23;81;8,082000;8,082000;0,000000;21;21;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000400
23.12.2025 20:45:12 CET;24;81;17,136000;17,136000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000500
23.12.2025 20:45:20 CET;25;81;17,136000;17,136000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000600
23.12.2025 20:45:29 CET;26;81;21,744000;21,744000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000700
23.12.2025 20:45:37 CET;27;81;35,598000;35,598000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001000;0,000800
23.12.2025 20:45:46 CET;28;81;20,058000;20,058000;0,000000;21;21;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000000
23.12.2025 20:45:54 CET;29;81;18,000000;18,000000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000100
23.12.2025 20:46:06 CET;30;81;18,000000;18,000000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000200
23.12.2025 20:46:17 CET;31;81;18,036000;18,036000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000300
23.12.2025 20:46:29 CET;32;81;18,036000;18,036000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000400
23.12.2025 20:46:41 CET;33;81;20,760000;20,760000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000500
23.12.2025 20:46:52 CET;34;81;20,760000;20,760000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000600
23.12.2025 20:47:04 CET;35;81;24,909000;24,909000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000700
23.12.2025 20:47:15 CET;36;81;18,702000;18,702000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,001500;0,000800
23.12.2025 20:47:28 CET;37;81;34,686000;34,686000;0,000000;22;22;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000000
23.12.2025 20:47:40 CET;38;81;47,487000;47,487000;0,000000;20;20;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000100
23.12.2025 20:47:52 CET;39;81;45,729000;45,729000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000200
23.12.2025 20:48:03 CET;40;81;39,525000;39,525000;0,000000;20;20;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000300
23.12.2025 20:48:15 CET;41;81;37,476000;37,476000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000400
23.12.2025 20:48:27 CET;42;81;29,490000;29,490000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000500
23.12.2025 20:48:38 CET;43;81;33,189000;33,189000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000600
23.12.2025 20:48:50 CET;44;81;33,189000;33,189000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000700
23.12.2025 20:49:01 CET;45;81;37,788000;37,788000;0,000000;16;16;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002000;0,000800
23.12.2025 20:49:13 CET;46;81;36,189000;36,189000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000000
23.12.2025 20:49:24 CET;47;81;24,849000;24,849000;0,000000;20;20;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000100
23.12.2025 20:49:37 CET;48;81;24,849000;24,849000;0,000000;20;20;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000200
23.12.2025 20:49:49 CET;49;81;31,110000;31,110000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000300
23.12.2025 20:50:01 CET;50;81;31,140000;31,140000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000400
23.12.2025 20:50:15 CET;51;81;37,281000;37,281000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000500
23.12.2025 20:50:26 CET;52;81;37,281000;37,281000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000600
23.12.2025 20:50:38 CET;53;81;37,254000;37,254000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000700
23.12.2025 20:50:50 CET;54;81;7,482000;7,482000;0,000000;17;17;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,002500;0,000800
23.12.2025 20:51:01 CET;55;81;45,006000;45,006000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000000
23.12.2025 20:51:13 CET;56;81;47,604000;47,604000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000100
23.12.2025 20:51:25 CET;57;81;47,688000;47,688000;0,000000;19;19;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000200
23.12.2025 20:51:34 CET;58;81;10,965000;10,965000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000300
23.12.2025 20:51:42 CET;59;81;4,836000;4,836000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000400
23.12.2025 20:51:52 CET;60;81;4,833000;4,833000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000500
23.12.2025 20:52:04 CET;61;81;8,856000;8,856000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000600
23.12.2025 20:52:17 CET;62;81;8,856000;8,856000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000700
23.12.2025 20:52:30 CET;63;81;8,832000;8,832000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003000;0,000800
23.12.2025 20:52:43 CET;64;81;24,114000;24,114000;0,000000;17;17;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000000
23.12.2025 20:52:57 CET;65;81;8,394000;8,394000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000100
23.12.2025 20:53:10 CET;66;81;8,394000;8,394000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000200
23.12.2025 20:53:21 CET;67;81;8,373000;8,373000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000300
23.12.2025 20:53:33 CET;68;81;8,373000;8,373000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000400
23.12.2025 20:53:44 CET;69;81;8,373000;8,373000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000500
23.12.2025 20:53:57 CET;70;81;8,373000;8,373000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000600
23.12.2025 20:54:11 CET;71;81;8,370000;8,370000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000700
23.12.2025 20:54:25 CET;72;81;9,234000;9,234000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,003500;0,000800
23.12.2025 20:54:37 CET;73;81;22,104000;22,104000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000000
23.12.2025 20:54:50 CET;74;81;3,156000;3,156000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000100
23.12.2025 20:55:03 CET;75;81;5,031000;5,031000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000200
23.12.2025 20:55:16 CET;76;81;4,968000;4,968000;0,000000;18;18;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000300
23.12.2025 20:55:29 CET;77;81;1,557000;1,557000;0,000000;17;17;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000400
23.12.2025 20:55:42 CET;78;81;2,442000;2,442000;0,000000;16;16;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000500
23.12.2025 20:55:56 CET;79;81;2,856000;2,856000;0,000000;16;16;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000600
23.12.2025 20:56:09 CET;80;81;11,598000;11,598000;0,000000;15;15;0;10;30;4,000000;2,000000;0,007000;0,007500;0,500000;0,006000;0,004000;0,000700
